ShipmentID,DateKey,CustomerID,ProductID,CarrierID,VehicleID,WarehouseID,EmployeeID,RouteID,ShipmentStatus,DeliveryMode,ShippingPriority,PaymentMethod,WeatherCondition,TrafficCondition,OrderQuantity,PackageWeightKg,PackageVolumeM3,DistanceKm,ShippingCost,OrderValue,HandlingTimeHours,LoadingTimeHours,WarehouseProcessingTimeHours,FuelConsumptionLiters,PromisedDeliveryDays,ActualDeliveryDays,DeliveryTimeHours,NumPreviousDelaysCustomer,Late_Delivery
135,20220601,1730,43,2,233,24,398.0,3,Delivered,Rail,Standard,Credit Terms,Fog,HIGH ,6,10.17,0.493,1397.7,1330.5,418.72,2.81,1.24,3.68,215.29,5,12,308.0,1,1
136,20220614,1020,608,10,261,23,703.0,176,Delivered,Road,Standard,Prepaid,Clear,Low,12,138.92,0.7139,1292.4,2314.95,8909.85,1.37,0.72,4.98,221.65,5,4,94.2,1,0
137,20230804,2481,648,7,218,7,777.0,311,Delivered,Road,Standard,Prepaid,Rain,Low,24,61.3,3.0926,2074.0,2478.86,2971.6,1.84,0.78,2.44,299.74,7,6,126.8,1,0
138,20220330,584,604,5,299,11,434.0,83,In Transit,Road,Standard,COD,Clear,Medium,4,23.88,0.745,518.1,535.66,1258.73,0.96,0.96,1.67,98.04,3,3,71.5,2,0
139,20220326,1451,372,2,383,15,158.0,299,Delivered,Rail,Same-Day,Credit Terms,Clear,Low,13,24.21,0.6532,320.3,966.88,3370.84,1.68,1.14,3.29,48.77,1,1,23.8,0,0
140,20240430,1050,611,9,409,25,779.0,207,Delivered,Road,Same-Day,Prepaid,Clear,Medium,22,14.59,1.6553,781.3,1323.24,4213.93,0.51,1.12,3.92,79.13,1,1,23.6,3,0
141,20220307,292,553,6,401,6,537.0,18,In Transit,Sea,Standard,COD,Extreme Heat,Medium,7,,0.2662,1221.9,1684.88,3165.24,0.9,0.49,1.66,139.57,5,11,284.4,4,1
142,20231017,832,303,2,18,25,398.0,306,Delivered,Road,Standard,Prepaid,Clear,Medium,15,75.43,3.0675,476.0,982.41,7556.7,1.13,0.87,2.93,44.55,3,2,46.0,1,0
143,20220510,561,597,5,53,12,632.0,24,In Transit,Road,Express,Prepaid,Fog,Low,5,19.42,0.7056,902.4,1560.91,5086.17,0.96,0.9,4.5,137.56,2,2,49.1,0,0
144,20220404,272,155,1,285,27,337.0,249,Delivered,Road,Express,COD,Clear,Medium,2,6.19,0.2525,1292.3,2039.6,7125.53,1.24,0.93,3.16,201.41,3,2,50.7,1,0
145,20240104,2275,340,1,284,3,39.0,201,Delivered,Rail,Express,Prepaid,Clear,Medium,21,210.02,1.8637,1622.2,2572.4,11414.78,2.48,0.77,5.92,201.11,4,4,96.9,0,0
146,20230306,2134,662,2,272,23,498.0,278,Delivered,Air,Standard,Prepaid,Clear,High,7,8.77,0.9647,893.3,1247.8,5585.15,0.31,1.32,2.99,143.5,4,3,72.0,0,0
147,20220122,2593,117,5,418,1,427.0,110,Delivered,Road,Standard,Prepaid,Clear,High,21,41.6,2.7815,2377.9,2758.35,884.32,1.95,1.38,3.14,307.98,7,6,146.8,0,0
148,20240117,92,337,9,466,10,837.0,41,Delivered,Road,Standard,Prepaid,Clear,High,13,21.52,1.1237,634.9,1024.31,4992.6,1.42,1.02,3.66,92.04,3,7,162.4,0,1
149,20241128,1403,494,7,351,18,612.0,172,Delivered,Road,Express,Credit Terms,Clear,High,22,116.63,2.3854,1943.4,2260.26,3802.06,1.4,1.02,3.09,366.57,4,11,269.4,1,1
150,20230907,1982,479,7,126,23,830.0,261,Cancelled,Air,Express,COD,Extreme Heat,Low,6,36.5,0.319,2151.0,3504.97,6388.9,1.19,1.09,2.67,242.12,4,4,92.6,1,0
151,20230222,1478,766,1,96,18,561.0,199,Delivered,Road,Express,Prepaid,Rain,Medium,16,30.07,0.3237,874.3,1443.48,4064.87,1.61,0.66,0.99,167.61,2,1,23.0,2,0
152,20240713,78,529,2,436,11,362.0,30,Delivered,Road,Express,Credit Terms,Clear,Medium,12,50.38,1.6354,431.0,850.74,3090.8,2.14,1.36,2.77,62.3,2,1,23.3,2,0
153,20230104,1351,21,5,199,6,96.0,224,Delivered,Road,Standard,COD,Rain,Low,14,37.91,1.8714,573.5,987.68,3967.24,1.35,0.76,1.01,76.92,3,3,67.1,2,0
154,20231103,373,797,10,478,11,788.0,141,In Transit,Sea,Standard,COD,Clear,Low,13,87.8,0.548,1265.3,2162.04,5774.96,1.21,1.19,1.78,189.07,5,5,127.9,0,0
155,20230605,56,182,7,68,6,30.0,257,Delivered,Air,Standard,COD,Clear,Low,4,10.9,0.2656,1312.3,2189.24,2765.27,0.14,0.58,1.65,225.75,5,4,106.0,1,0
156,20240307,2193,476,3,54,2,866.0,327,Delivered,Road,Express,Credit Terms,Clear,Medium,19,36.52,1.5767,1831.8,2061.36,4390.0,2.0,1.5,3.0,327.2,4,12,276.0,2,1
157,20230722,287,700,1,200,24,196.0,300,Delivered,Road,Standard,Prepaid,Rain,Low,2,2.79,0.4242,1962.5,2642.65,1847.61,2.92,1.51,6.07,321.21,6,5,119.6,2,0
158,20230613,897,486,1,227,30,542.0,350,Delivered,Rail,Express,Prepaid,Rain,Low,20,122.8,,1369.4,2767.03,5477.58,1.52,1.8,3.86,157.43,3,2,51.5,2,0
159,20230406,2976,56,2,316,14,217.0,213,In Transit,Road,Express,COD,Rain,High,9,46.21,0.0643,724.1,1088.58,2676.94,2.08,0.7,4.22,142.38,2,1,24.3,2,0
160,20221121,2845,281,7,68,11,423.0,254,Delivered,Air,Express,COD,Clear,Low,14,55.31,2.8083,1889.0,2642.45,2316.16,2.36,0.93,1.2,247.13,4,4,97.5,2,0
161,20230618,127,9,2,296,19,539.0,37,Delivered,Sea,Same-Day,Prepaid,Storm,Low,14,26.73,0.7716,875.0,1899.82,2868.3,2.2,0.01,3.31,128.8,1,1,23.2,2,0
162,20220308,1204,338,1,146,1,675.0,61,Returned,Road,Express,Prepaid,Rain,Low,19,52.11,2.0051,1380.6,2098.6,2003.18,2.83,1.27,3.01,150.18,3,2,49.7,1,0
163,20230108,1047,703,6,288,9,22.0,48,Delivered,Road,Standard,Credit Terms,Clear,Low,4,41.49,0.1588,1992.8,,2752.39,2.31,0.63,1.83,175.68,6,5,116.0,2,0
164,20220325,1866,207,2,18,14,865.0,256,Delivered,Road,Standard,Prepaid,Rain,High,3,25.83,0.4405,2045.9,2642.75,5279.99,1.65,2.33,6.36,345.75,7,12,282.9,2,1
165,20221219,2073,615,3,452,18,246.0,215,Delivered,Road,Standard,Prepaid,Clear,Medium,23,142.84,2.2345,902.8,1215.99,5683.49,1.15,0.74,2.42,83.46,4,3,67.0,3,0
166,20230121,226,35,10,206,9,634.0,322,Delivered,Road,Express,COD,Extreme Heat,High,15,56.28,1.1992,792.2,1153.5,6108.97,1.15,0.27,2.49,138.04,2,2,48.6,1,0
167,20220130,1275,204,9,31,13,210.0,249,Delivered,Road,Express,COD,Clear,High,11,152.34,0.6733,1224.6,1832.89,4548.12,1.3,0.81,4.28,222.43,3,3,381.60122021712976,3,0
168,20221121,840,459,9,67,8,873.0,306,Delivered,Rail,Express,Prepaid,Clear,Low,17,29.47,1.2013,432.1,818.4,4705.26,0.19,1.84,4.22,40.87,2,2,47.7,0,0
169,20240107,2948,774,1,248,9,753.0,264,Delivered,Road,Same-Day,Prepaid,Rain,Medium,13,17.48,1.5041,362.4,988.81,7072.5,1.19,0.47,2.95,39.98,1,7,155.9,3,1
170,20241128,876,496,10,159,11,132.0,221,Delivered,Road,Express,Credit Terms,Clear,Medium,11,64.46,1.3693,1225.4,1703.56,5280.47,1.24,1.0,2.12,125.44,3,2,49.0,1,0
171,20231108,99,570,5,77,17,320.0,182,Delivered,Road,Same-Day,COD,Clear,Low,2,2.02,0.1641,1301.1,2336.07,3796.91,1.54,1.7,2.07,174.73,1,1,23.2,1,0
172,20240220,1873,618,1,336,28,381.0,48,Delivered,Road,Standard,COD,Clear,High,13,95.03,0.9941,2174.3,3237.97,6701.52,1.81,1.56,3.07,344.15,7,7,163.6,1,0
173,20240104,2624,96,4,58,3,649.0,211,Delivered,Air,Standard,COD,Clear,Low,10,47.72,1.8286,630.4,719.5,3655.18,1.68,1.62,4.97,106.7,3,3,65.3,4,0
174,20241101,2465,768,1,471,6,819.0,186,Delivered,Road,Standard,Prepaid,Fog,Low,24,30.02,1.0897,766.2,989.74,2878.43,1.4,0.98,2.49,84.54,3,2,51.4,0,0
175,20241028,405,369,4,238,4,743.0,342,In Transit,Road,Standard,Prepaid,Clear,Medium,1,2.49,0.0266,544.2,831.46,2231.7,0.36,1.04,1.43,,3,2,46.7,3,0
176,20220506,2228,248,2,337,6,274.0,319,Delivered,Rail,Standard,Credit Terms,Clear,Medium,21,149.39,0.661,1919.0,3151.4,9533.6,0.83,0.95,2.6,342.06,6,12,292.8,2,1
177,20230603,615,693,3,33,14,638.0,122,Delivered,Rail,Standard,COD,Clear,Low,4,29.3,0.1224,1020.3,1754.27,6828.04,1.81,2.74,5.6,116.51,4,4,103.4,3,0
178,20240921,434,393,1,255,29,811.0,67,Delivered,Air,Standard,Prepaid,Rain,High,5,12.69,0.4406,518.8,664.15,3932.3,1.51,0.94,1.29,106.23,3,2,49.3,2,0
179,20240824,1585,535,3,106,10,102.0,75,Delivered,Road,Standard,Prepaid,Extreme Heat,High,10,15.5,0.2046,1753.4,1693.95,5274.33,2.12,0.86,5.98,313.15,6,6,147.8,1,0
180,20230809,2417,296,4,52,22,191.0,171,Delivered,Road,Standard,Prepaid,Clear,Low,14,62.6,,1432.6,1959.14,9039.35,1.54,1.12,4.76,242.09,5,5,122.6,2,0
181,20230502,2615,469,10,472,25,666.0,340,Returned,Road,Express,COD,Rain,Medium,16,108.13,0.2312,395.1,896.59,3945.96,1.48,0.92,3.01,46.46,2,1,25.7,0,0
182,20220305,1856,123,2,264,6,344.0,302,Delivered,Road,Standard,Prepaid,Rain,Low,24,63.83,5.7902,554.9,985.14,6024.34,1.56,1.14,1.29,48.16,3,2,52.2,1,0
183,20230608,1243,334,9,406,6,765.0,322,Delivered,Road,Standard,Prepaid,Clear,Low,10,58.04,0.5202,778.5,1074.23,5896.22,1.98,1.28,1.54,87.47,3,2,49.3,1,0
184,20230709,1759,362,9,287,22,782.0,81,Delivered,Air,Express,COD,Clear,High,1,6.11,0.0311,1428.5,2441.72,4171.29,1.24,1.22,1.71,201.49,3,7,167.3,3,1
185,20231125,881,199,6,446,5,338.0,3,Delivered,Road,Standard,COD,Rain,Low,9,38.58,0.915,1348.6,1340.78,3890.17,2.84,0.99,5.55,136.72,5,4,94.9,1,0
186,20230726,407,730,5,256,25,896.0,236,Delivered,Road,Express,Prepaid,Fog,High,14,30.05,4.253,557.7,770.65,2675.22,1.54,1.21,1.57,60.33,2,2,43.7,1,0
187,20220825,1206,491,4,133,3,799.0,141,Delivered,Road,Standard,Prepaid,Rain,High,6,25.42,0.9793,1309.5,1822.31,5394.68,2.73,0.84,5.39,241.96,5,5,124.2,0,0
188,20241127,508,697,10,480,18,246.0,163,Delivered,Air,Express,Credit Terms,Clear,High,19,68.61,1.3094,672.6,1004.97,3781.94,1.34,0.82,1.7,81.62,2,1,25.9,3,0
189,20220827,284,124,10,469,25,621.0,258,Delivered,Road,Standard,Credit Terms,Storm,Medium,4,14.89,0.2285,1847.5,2408.54,1894.91,1.5,1.73,1.98,180.36,6,12,295.1,1,1
190,20230224,2242,339,8,99,29,394.0,347,Delivered,Road,Express,Credit Terms,Fog,Low,24,157.06,5.931,488.9,1377.02,6939.5,1.42,0.78,4.22,58.12,2,1,27.2,0,0
191,20230713,2515,648,9,395,26,640.0,63,Delivered,Road,Express,Credit Terms,Clear,Low,23,62.66,3.3734,1523.5,2475.45,3719.15,1.08,1.45,4.53,225.41,3,3,71.4,1,0
192,20221118,2248,131,8,392,20,464.0,214,Delivered,Air,Standard,Prepaid,Clear,Medium,22,50.28,3.1914,548.1,789.16,1055.75,1.32,1.42,2.28,77.56,3,7,172.0,1,1
193,20220317,2746,168,8,35,28,,12,Delivered,road,Standard,COD,Fog,Low,7,30.61,0.1975,1517.2,1847.97,7885.4,1.08,1.15,3.32,178.88,5,4,93.5,0,0
194,20231101,1455,739,3,498,16,514.0,176,Delivered,Air,Express,Credit Terms,Clear,Low,14,50.81,2.7329,1148.9,1698.33,4499.22,2.18,0.79,1.37,175.5,3,2,47.7,0,0
195,20220917,2028,97,5,312,27,346.0,13,Delivered,Road,Standard,Prepaid,Rain,Low,15,61.45,,956.5,1431.21,5958.56,2.64,1.44,3.2,163.14,4,3,69.7,3,0
196,20240821,609,367,3,257,30,488.0,286,Delivered,Road,Standard,Prepaid,Fog,High,15,10.92,0.5797,2003.2,2012.15,3682.04,0.86,0.93,4.48,207.24,7,7,173.6,4,0
197,20240519,1335,58,8,21,27,289.0,198,Delivered,Road,Express,COD,Storm,High,7,36.92,1.5461,1933.4,3149.7,1594.72,1.58,1.33,2.45,304.79,4,11,264.7,4,1
198,20230415,302,272,4,163,21,744.0,90,Delivered,Rail,Standard,COD,Clear,Low,19,200.85,1.6656,1538.9,2913.26,6064.78,0.36,0.75,2.47,248.13,5,5,121.4,2,0
199,20230524,1843,652,8,198,30,719.0,81,Delivered,Road,Standard,Prepaid,Clear,Medium,3,34.56,0.188,1498.1,2342.4,4791.04,1.1,0.93,0.83,158.86,5,4,92.3,0,0
200,20241106,1309,292,4,230,30,291.0,229,Delivered,Road,Standard,COD,Clear,Medium,15,54.92,2.2254,926.5,1202.69,8801.78,1.1,1.2,2.74,178.88,4,4,101.8,0,0
201,20220130,1656,375,1,38,12,756.0,91,Delivered,Rail,Standard,Prepaid,Rain,High,19,10.08,2.0075,1420.6,2258.02,896.8,0.74,0.38,3.71,305.38,5,5,121.6,2,0
202,20230220,2563,733,9,441,9,472.0,136,Delivered,Air,Standard,Prepaid,Clear,Low,23,217.77,1.9174,448.1,10727.421349888462,5422.7,1.52,0.45,2.97,79.11,3,3,62.9,1,0
203,20220308,155,319,5,1,20,299.0,6,Delivered,Sea,Standard,Credit Terms,Rain,Medium,12,62.85,4.4967,2011.3,2878.32,2244.71,0.62,0.23,0.54,202.08,7,6,123.5,1,0
204,20220601,1336,481,3,298,15,298.0,123,Delivered,Road,Express,COD,Clear,Medium,10,42.86,0.566,1914.4,2601.73,8019.78,2.13,1.32,4.4,305.4,4,4,97.7,2,0
205,20241004,1184,417,6,446,2,569.0,255,Delivered,Road,Standard,COD,Clear,Medium,20,108.63,0.8966,2309.8,3054.61,4407.71,0.52,0.84,3.27,287.76,7,11,270.9,0,1
206,20220422,2221,575,2,436,10,702.0,20,In Transit,Road,Standard,COD,Clear,High,20,18.77,0.2686,2501.1,3704.75,1226.43,2.52,0.97,6.04,301.27,8,16,360.7,3,1
207,20241114,1971,470,1,340,26,651.0,296,Cancelled,Road,Standard,Prepaid,Clear,High,20,88.38,4.0037,1966.2,3298.17,7135.63,1.34,0.33,2.63,,6,13,302.2,4,1
208,20240509,2162,665,1,114,27,569.0,95,Delivered,Road,Standard,Credit Terms,Clear,High,5,26.87,0.7973,1833.6,2450.18,2382.13,1.52,1.92,3.06,,6,5,121.9,2,0
209,20231204,2544,705,10,86,5,194.0,257,Delivered,Road,Standard,Credit Terms,Clear,Medium,12,96.56,0.7619,1354.8,2249.43,2577.68,2.13,0.9,2.11,207.89,5,5,114.2,3,0
210,20240324,894,790,8,48,21,299.0,49,Delivered,Road,Standard,Prepaid,Clear,Medium,13,3.75,1.3514,2016.8,1683.89,4510.82,1.24,1.24,0.61,325.74,7,7,166.9,1,0
211,20220722,1077,276,9,406,21,568.0,48,Delivered,Road,Standard,Prepaid,Clear,Low,5,10.21,1.9715,2226.7,3575.98,6601.54,1.31,1.5,3.74,234.65,7,6,136.6,0,0
212,20220509,1041,143,5,460,24,225.0,305,Delivered,Road,Express,COD,Clear,Low,2,6.16,0.2596,2214.1,2556.5,1321.18,2.33,0.75,1.82,204.64,4,10,260.4,1,1
213,20230208,2458,150,6,15,10,306.0,336,Delivered,Rail,Standard,COD,Rain,Medium,8,27.49,0.4276,924.7,939.19,2865.95,1.55,2.5,5.25,133.77,4,11,267.9,3,1
214,20240417,1394,631,2,296,23,348.0,94,Delivered,Road,Same-Day,Prepaid,Clear,High,7,13.16,0.4034,1809.6,3009.44,6627.2,1.18,0.14,2.37,223.16,1,6,136.6,1,1
215,20221201,2271,696,5,460,18,246.0,337,Delivered,Air,Express,COD,Fog,Low,9,43.36,0.3875,1013.3,1154.73,6815.67,1.63,0.87,2.59,180.74,3,3,73.6,1,0
216,20220712,736,194,6,78,6,742.0,287,Delivered,Rail,Express,Credit Terms,Clear,High,17,51.09,0.4271,1763.6,2099.18,5531.91,1.98,0.88,1.37,346.49,4,4,95.6,1,0
217,20240510,2788,385,9,157,24,285.0,91,Delivered,Road,Standard,Credit Terms,Clear,Medium,11,17.55,1.2825,1230.8,1958.0,5426.03,1.75,0.6,6.79,180.27,5,5,123.5,2,0
218,20231126,1452,16,9,353,30,349.0,282,Delivered,Road,Same-Day,COD,Rain,High,21,139.9,2.4607,1395.4,2207.04,5887.69,2.12,1.73,4.24,159.33,1,8,184.8,0,1
219,20230812,2969,464,9,395,16,294.0,345,Delivered,Sea,Standard,Credit Terms,Clear,Medium,9,43.52,1.4356,486.5,863.91,4584.31,1.54,0.68,2.1,92.61,3,3,71.8,1,0
220,20230328,1341,562,10,305,4,876.0,106,Delivered,Air,Express,Prepaid,Clear,High,23,87.07,0.9979,1207.7,1976.48,6264.29,1.26,0.89,2.26,197.06,3,3,75.7,0,0
221,20240504,126,127,10,166,29,446.0,156,Delivered,Road,Standard,Prepaid,Clear,Medium,2,4.7,0.1345,970.9,1290.75,3157.81,0.81,1.07,1.53,107.73,4,4,95.1,2,0
222,20240315,790,742,3,484,5,25.0,101,Delivered,Air,Express,Prepaid,Rain,Medium,9,30.54,0.5663,1801.0,1823.91,3948.63,1.09,1.72,2.72,164.23,4,4,96.4,4,0
223,20230131,1313,690,2,296,10,320.0,15,Delivered,Road,Standard,Credit Terms,Fog,Low,3,13.22,0.1787,2078.9,2241.64,5297.84,1.4,0.69,2.12,291.56,7,15,365.2,0,1
224,20220522,399,767,4,434,9,707.0,328,Returned,Road,Express,Prepaid,Rain,Medium,4,25.12,1.0643,1294.8,2234.89,804.88,0.88,1.04,2.85,252.19,3,3,70.5,1,0
225,20240810,2321,751,1,114,17,648.0,202,Delivered,Rail,Standard,Credit Terms,Extreme Heat,Low,14,101.67,1.5607,500.2,1052.05,3560.38,1.55,0.88,4.06,55.39,3,3,73.0,0,0
226,20220530,1046,67,9,294,8,,64,Delivered,Air,Standard,Credit Terms,Storm,High,9,28.67,0.5914,1255.5,2122.12,828.88,2.01,1.04,3.34,202.9,5,5,126.3,0,0
227,20230416,2470,359,5,418,26,,185,Delivered,Road,Express,COD,Fog,Medium,8,19.02,0.2223,1718.4,2997.78,1920.89,1.23,1.67,4.41,254.57,4,3,66.7,1,0
228,20240908,2893,341,2,337,10,435.0,274,Delivered,Road,Standard,COD,Clear,Medium,13,42.68,2.5965,291.6,675.76,7772.59,1.61,1.89,4.39,55.96,2,2,50.3,0,0
229,20230403,249,17,5,328,17,696.0,301,Delivered,Rail,Standard,Prepaid,Storm,Medium,2,9.07,,1344.1,1850.03,2139.76,1.88,0.54,2.14,229.91,5,4,93.3,0,0
230,20240630,837,749,6,354,5,302.0,273,Delivered,Air,Same-Day,Prepaid,Clear,Low,13,13.34,0.7993,577.9,982.56,3424.17,0.89,1.35,4.37,66.25,1,1,24.2,0,0
231,20230621,1820,22,4,41,17,496.0,125,Delivered,Rail,Standard,Credit Terms,Rain,Medium,6,24.06,0.2472,2010.3,2910.53,8595.49,1.99,0.23,3.68,209.61,7,7,172.3,1,0
232,20240327,2597,557,4,292,7,587.0,324,In Transit,Sea,Standard,Credit Terms,Storm,Low,16,38.55,1.2119,520.4,905.5,3826.56,1.21,1.11,2.6,63.71,3,3,68.2,0,0
233,20231011,2696,242,5,158,12,,269,Delivered,Road,Express,COD,Rain,Low,22,360.87,2.0062,876.3,2314.48,12450.4,0.92,0.41,4.01,87.28,2,2,49.1,2,0
234,20221104,584,478,3,266,16,603.0,157,Delivered,Road,Standard,Credit Terms,Clear,High,13,10.33,2.2911,845.7,1082.18,1948.9,0.41,0.98,2.23,159.52,4,3,65.3,1,0
235,20240906,682,394,4,41,24,808.0,276,Delivered,Sea,Standard,Prepaid,Clear,High,11,48.5,1.031,758.6,1135.0,9895.27,2.9,2.09,3.64,86.44,3,9,212.0,3,1
236,20230528,596,177,8,128,25,684.0,348,In Transit,Road,Same-Day,Credit Terms,Clear,Low,23,79.17,0.6677,1491.4,2378.46,4870.07,1.44,1.1,1.39,156.98,1,1,21.5,3,0
237,20230517,1043,347,10,60,11,533.0,13,Delivered,Rail,Standard,Credit Terms,Clear,High,21,124.57,10.186,977.7,1157.38,3669.44,1.36,0.91,2.68,180.09,4,3,77.3,2,0
238,20231223,1836,567,1,255,11,305.0,214,Delivered,Road,Express,COD,Rain,Low,19,126.78,1.6866,523.8,1182.26,7140.14,2.21,1.15,2.61,81.29,2,2,46.5,1,0
239,20241016,1185,456,10,14,8,49.0,236,Delivered,Road,Same-Day,Credit Terms,Fog,Low,18,93.51,0.4223,536.7,1572.72,10556.4,2.07,1.24,4.24,92.95,1,1,24.1,1,0
240,20240813,2180,180,5,342,27,235.0,306,Delivered,Sea,Standard,Prepaid,Rain,Low,13,38.12,1.3381,447.5,678.61,3407.42,2.66,0.72,1.87,46.71,3,3,75.2,2,0
241,20230308,1184,206,9,490,4,268.0,168,Delivered,Rail,Express,COD,Clear,Medium,19,10.53,1.1605,705.6,,244.63,1.04,1.89,3.29,137.15,2,1,24.4,3,0
242,20220911,1770,557,7,303,3,763.0,121,Delivered,Air,Standard,Prepaid,Rain,High,13,43.89,0.9808,1759.7,1945.69,2465.46,1.71,0.25,4.89,,6,14,340.8,0,1
243,20221222,1686,168,9,379,13,298.0,71,Delivered,Road,Standard,COD,Extreme Heat,Low,17,67.04,0.48,1134.7,2008.67,8713.97,0.94,1.8,1.85,152.41,4,3,71.2,1,0
244,20221015,760,477,2,422,12,15.0,145,Delivered,Road,Standard,COD,Rain,Medium,16,105.38,0.5133,828.3,1517.94,7229.06,1.09,0.77,4.69,104.7,4,3,74.0,0,0
245,20221120,183,780,2,296,9,886.0,146,Delivered,Sea,Standard,Prepaid,Extreme Heat,Medium,15,68.0,0.1428,2038.9,3337.54,5330.93,1.24,0.66,4.14,332.69,7,16,380.5,0,1
246,20230418,663,461,1,50,14,409.0,291,Delivered,Road,Standard,Prepaid,Clear,Medium,14,7.49,0.4671,730.6,1134.9,2330.63,2.02,0.78,5.51,108.12,3,2,42.9,1,0
247,20220124,2338,225,3,331,30,665.0,301,Delivered,Air,Standard,Prepaid,Storm,Medium,5,10.02,0.2763,1466.0,1834.21,4471.24,1.91,1.11,3.22,206.27,5,5,112.6,2,0
248,20230808,2242,536,7,489,9,66.0,178,In Transit,Road,Standard,COD,Storm,Medium,17,11.87,1.2906,1119.0,1732.94,2757.57,2.3,0.82,2.31,175.29,4,3,70.2,2,0
249,20240719,369,758,5,328,19,386.0,242,Delivered,Sea,Standard,COD,Extreme Heat,Medium,21,56.35,7.8352,433.8,790.15,4755.03,0.63,1.39,3.99,49.46,3,3,73.2,1,0
250,20230417,1153,520,7,73,22,789.0,258,Delivered,Road,Standard,Prepaid,Storm,Medium,18,117.12,4.2421,1973.1,2526.7,6244.05,1.36,0.88,1.94,328.12,6,5,119.2,0,0
251,20220328,2440,458,10,275,30,317.0,220,Delivered,Road,Standard,COD,Clear,Medium,8,62.46,0.1281,1901.7,2867.22,4829.57,1.98,1.88,5.54,281.11,6,5,120.2,1,0
252,20230304,2422,492,2,465,26,421.0,263,In Transit,Road,Standard,Prepaid,Rain,High,14,2.58,0.6238,1327.5,1879.81,5995.26,0.86,0.95,2.84,232.05,5,9,217.8,0,1
253,20230102,52,56,3,403,21,866.0,29,Delivered,Road,Standard,Prepaid,Fog,Medium,1,4.4,0.0061,540.0,539.55,5606.56,1.47,1.47,2.61,57.48,3,2,52.5,2,0
254,20231014,2359,19,3,257,25,102.0,162,Cancelled,Air,Express,Credit Terms,Fog,High,20,182.58,4.5963,486.7,1406.73,9776.62,1.89,0.97,2.43,,2,2,46.5,0,0
255,20221002,2362,477,8,247,26,689.0,234,Delivered,Road,Express,Prepaid,Clear,Low,9,67.98,,1344.5,1921.5,4558.21,1.43,1.08,2.84,232.97,3,3,71.9,0,0
256,20221126,350,383,1,435,24,379.0,182,Delivered,Road,Standard,COD,Extreme Heat,Low,15,99.32,0.9554,1364.5,2577.73,3579.64,1.95,1.8,4.62,152.3,5,4,99.2,1,0
257,20240326,1066,789,4,72,4,185.0,266,Delivered,Road,Standard,COD,Clear,Medium,16,76.9,2.8591,592.3,1119.62,4077.62,2.69,0.43,1.23,56.42,3,2,47.8,3,0
258,20220712,162,382,6,140,11,217.0,111,Delivered,Road,Standard,Credit Terms,Extreme Heat,Low,13,99.6,5.6489,1249.0,1994.05,10434.03,2.12,0.4,3.09,167.66,5,12,283.3,0,1
259,20241019,1968,672,1,63,21,428.0,333,Delivered,Air,Standard,COD,Clear,Low,2,8.49,0.1882,1906.2,2675.34,1355.01,1.04,0.5,4.03,236.29,6,6,141.6,2,0
260,20221123,2586,528,10,457,27,494.0,44,Delivered,Road,Standard,Prepaid,Rain,Medium,12,62.75,2.7828,2299.0,2665.56,4136.32,2.68,1.16,2.62,,7,7,168.8,2,0
261,20240614,538,243,10,23,4,204.0,280,Delivered,Air,Same-Day,Prepaid,Rain,Low,19,100.15,0.2837,641.7,1388.83,2330.98,1.63,1.26,4.15,99.04,1,8,176.5,1,1
262,20220331,1056,691,9,67,30,119.0,255,Delivered,Road,Standard,Credit Terms,Clear,High,10,45.27,1.008,2243.5,2305.57,3398.13,1.51,1.52,4.49,333.19,7,7,157.6,1,0
263,20221217,1612,77,5,121,5,891.0,28,Delivered,Air,Standard,Prepaid,Clear,High,17,66.51,0.1816,2487.0,2779.44,3502.14,2.79,0.42,1.57,389.78,8,7,169.8,2,0
264,20230218,217,557,6,366,6,667.0,86,In Transit,Road,Standard,COD,Clear,High,20,65.95,1.6078,310.6,655.04,7386.05,1.16,1.38,2.01,46.61,2,2,48.4,1,0
265,20230515,898,369,1,37,3,515.0,331,Delivered,Road,Standard,Prepaid,Rain,High,5,11.3,0.1579,1205.0,1530.61,1905.71,1.02,1.88,5.51,134.82,5,4,101.0,6,0
266,20220411,653,579,8,21,20,711.0,239,Delivered,Road,Standard,Prepaid,Clear,Medium,8,46.64,0.4118,316.1,611.48,2954.83,0.97,0.9,2.31,52.97,2,2,46.8,0,0
267,20220928,12,79,1,228,19,74.0,278,Delivered,Road,Standard,COD,Fog,Low,2,2.09,0.2233,858.0,1150.1,2412.84,1.32,1.95,2.02,86.41,4,4,94.7,1,0
268,20240819,2005,162,7,191,27,791.0,296,In Transit,Rail,Express,COD,Clear,Medium,11,61.22,2.5989,1752.2,3127.04,942.0,0.95,1.19,5.04,280.84,4,4,97.9,1,0
269,20241009,2176,239,1,112,20,281.0,2,Delivered,Air,Same-Day,Prepaid,Clear,High,23,162.21,2.6304,2084.2,3348.45,7845.31,1.27,0.86,3.47,320.92,1,1,22.3,2,0
270,20230429,243,453,8,467,3,196.0,298,Delivered,Road,Standard,Prepaid,Clear,Medium,11,8.25,0.1923,381.4,531.73,1453.54,2.69,1.78,4.99,66.33,2,1,24.4,2,0
271,20220511,394,735,6,321,9,479.0,250,Delivered,Rail,Standard,COD,Rain,Medium,17,69.21,2.3108,1893.3,2129.89,3240.8,0.65,0.44,1.32,286.16,6,5,132.1,0,0
